id,storename,codshopify,departamento,provincia,distrito,ubigeo,rango1_min,rango1_max,rango1_costo,rango1_costo2,rango1_costo3,rango2_min,rango2_max,rango2_costo,rango2_costo2,rango2_costo3,rango3_min,rango3_max,rango3_costo,rango3_costo2,rango3_costo3,rango4_min,rango4_max,rango4_costo,rango4_costo2,rango4_costo3,texto,texto_description,texto2,texto2_description,texto3,texto3_description,texto_collect,texto_collect_description
172,mi-tienda,MITI-021202,Áncash,Huaylas,Huallanca,021202,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
173,mi-tienda,MITI-021203,Áncash,Huaylas,Huata,021203,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
174,mi-tienda,MITI-021204,Áncash,Huaylas,Huaylas,021204,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
175,mi-tienda,MITI-021205,Áncash,Huaylas,Mato,021205,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
176,mi-tienda,MITI-021206,Áncash,Huaylas,Pamparomas,021206,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
177,mi-tienda,MITI-021207,Áncash,Huaylas,Pueblo Libre,021207,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
178,mi-tienda,MITI-021208,Áncash,Huaylas,Santa Cruz,021208,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
179,mi-tienda,MITI-021209,Áncash,Huaylas,Santo Toribio,021209,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
180,mi-tienda,MITI-021210,Áncash,Huaylas,Yuracmarca,021210,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
181,mi-tienda,MITI-021301,Áncash,Mariscal Luzuriaga,Piscobamba,021301,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
182,mi-tienda,MITI-021302,Áncash,Mariscal Luzuriaga,Casca,021302,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
183,mi-tienda,MITI-021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barron,021303,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
184,mi-tienda,MITI-021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,021304,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
185,mi-tienda,MITI-021305,Áncash,Mariscal Luzuriaga,Llama,021305,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
186,mi-tienda,MITI-021306,Áncash,Mariscal Luzuriaga,Llumpa,021306,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
187,mi-tienda,MITI-021307,Áncash,Mariscal Luzuriaga,Lucma,021307,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
188,mi-tienda,MITI-021308,Áncash,Mariscal Luzuriaga,Musga,021308,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
189,mi-tienda,MITI-021401,Áncash,Ocros,Ocros,021401,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
190,mi-tienda,MITI-021402,Áncash,Ocros,Acas,021402,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
191,mi-tienda,MITI-021403,Áncash,Ocros,Cajamarquilla,021403,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
192,mi-tienda,MITI-021404,Áncash,Ocros,Carhuapampa,021404,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
193,mi-tienda,MITI-021405,Áncash,Ocros,Cochas,021405,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
194,mi-tienda,MITI-021406,Áncash,Ocros,Congas,021406,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
195,mi-tienda,MITI-021407,Áncash,Ocros,Llipa,021407,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
196,mi-tienda,MITI-021408,Áncash,Ocros,San Cristóbal de Rajan,021408,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
197,mi-tienda,MITI-021409,Áncash,Ocros,San Pedro,021409,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
198,mi-tienda,MITI-021410,Áncash,Ocros,Santiago de Chilcas,021410,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
199,mi-tienda,MITI-021501,Áncash,Pallasca,Cabana,021501,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
200,mi-tienda,MITI-021502,Áncash,Pallasca,Bolognesi,021502,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
201,mi-tienda,MITI-021503,Áncash,Pallasca,Conchucos,021503,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
202,mi-tienda,MITI-021504,Áncash,Pallasca,Huacaschuque,021504,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
203,mi-tienda,MITI-021505,Áncash,Pallasca,Huandoval,021505,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
204,mi-tienda,MITI-021506,Áncash,Pallasca,Lacabamba,021506,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
205,mi-tienda,MITI-021507,Áncash,Pallasca,Llapo,021507,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
206,mi-tienda,MITI-021508,Áncash,Pallasca,Pallasca,021508,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
207,mi-tienda,MITI-021509,Áncash,Pallasca,Pampas,021509,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
208,mi-tienda,MITI-021510,Áncash,Pallasca,Santa Rosa,021510,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
209,mi-tienda,MITI-021511,Áncash,Pallasca,Tauca,021511,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
210,mi-tienda,MITI-021601,Áncash,Pomabamba,Pomabamba,021601,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
211,mi-tienda,MITI-021602,Áncash,Pomabamba,Huayllan,021602,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
212,mi-tienda,MITI-021603,Áncash,Pomabamba,Parobamba,021603,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
213,mi-tienda,MITI-021604,Áncash,Pomabamba,Quinuabamba,021604,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
214,mi-tienda,MITI-021701,Áncash,Recuay,Recuay,021701,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
215,mi-tienda,MITI-021702,Áncash,Recuay,Catac,021702,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
216,mi-tienda,MITI-021703,Áncash,Recuay,Cotaparaco,021703,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
217,mi-tienda,MITI-021704,Áncash,Recuay,Huayllapampa,021704,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
218,mi-tienda,MITI-021705,Áncash,Recuay,Llacllin,021705,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
219,mi-tienda,MITI-021706,Áncash,Recuay,Marca,021706,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
220,mi-tienda,MITI-021707,Áncash,Recuay,Pampas Chico,021707,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
221,mi-tienda,MITI-021708,Áncash,Recuay,Pararin,021708,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
222,mi-tienda,MITI-021709,Áncash,Recuay,Tapacocha,021709,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
223,mi-tienda,MITI-021710,Áncash,Recuay,Ticapampa,021710,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
224,mi-tienda,MITI-021801,Áncash,Santa,Chimbote,021801,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
225,mi-tienda,MITI-021802,Áncash,Santa,Cáceres del Perú,021802,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
226,mi-tienda,MITI-021803,Áncash,Santa,Coishco,021803,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
227,mi-tienda,MITI-021804,Áncash,Santa,Macate,021804,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
228,mi-tienda,MITI-021805,Áncash,Santa,Moro,021805,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
229,mi-tienda,MITI-021806,Áncash,Santa,Nepeña,021806,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
230,mi-tienda,MITI-021807,Áncash,Santa,Samanco,021807,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
231,mi-tienda,MITI-021808,Áncash,Santa,Santa,021808,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
232,mi-tienda,MITI-021809,Áncash,Santa,Nuevo Chimbote,021809,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
233,mi-tienda,MITI-021901,Áncash,Sihuas,Sihuas,021901,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
234,mi-tienda,MITI-021902,Áncash,Sihuas,Acobamba,021902,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
235,mi-tienda,MITI-021903,Áncash,Sihuas,Alfonso Ugarte,021903,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
236,mi-tienda,MITI-021904,Áncash,Sihuas,Cashapampa,021904,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
237,mi-tienda,MITI-021905,Áncash,Sihuas,Chingalpo,021905,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
238,mi-tienda,MITI-021906,Áncash,Sihuas,Huayllabamba,021906,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
239,mi-tienda,MITI-021907,Áncash,Sihuas,Quiches,021907,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
240,mi-tienda,MITI-021908,Áncash,Sihuas,Ragash,021908,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
241,mi-tienda,MITI-021909,Áncash,Sihuas,San Juan,021909,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
242,mi-tienda,MITI-021910,Áncash,Sihuas,Sicsibamba,021910,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
243,mi-tienda,MITI-022001,Áncash,Yungay,Yungay,022001,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
244,mi-tienda,MITI-022002,Áncash,Yungay,Cascapara,022002,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
245,mi-tienda,MITI-022003,Áncash,Yungay,Mancos,022003,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
246,mi-tienda,MITI-022004,Áncash,Yungay,Matacoto,022004,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
247,mi-tienda,MITI-022005,Áncash,Yungay,Quillo,022005,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
248,mi-tienda,MITI-022006,Áncash,Yungay,Ranrahirca,022006,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
249,mi-tienda,MITI-022007,Áncash,Yungay,Shupluy,022007,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
250,mi-tienda,MITI-022008,Áncash,Yungay,Yanama,022008,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
251,mi-tienda,MITI-030101,Apurímac,Abancay,Abancay,030101,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
252,mi-tienda,MITI-030102,Apurímac,Abancay,Chacoche,030102,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
253,mi-tienda,MITI-030103,Apurímac,Abancay,Circa,030103,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
254,mi-tienda,MITI-030104,Apurímac,Abancay,Curahuasi,030104,0,99.99,35.00,65.00,28.00,100,199.99,30.00,60.00,24.00,200,299.99,25.00,55.00,20.00,300,,20.00,50.00,16.00,Envío estándar,Entrega en 2 a 5 días hábiles,Envío express,Entrega en 24 horas,Envío programado,Elige el día de entrega,,
